origin_question,change_question,bert_match_question,bert_sore,bert_value,mixnet_match_question,mixnet_sore,mixnet_value,smallBert_match_question,smallBert_sore,small_Bertvalue,wam_match_question,wam_sore,wam_value
结案后修改失信,结案后改动失信,执行完毕案件案款未支付,6.613344,0,结案后如何限制消费，案件终本后怎样纳失信,0.6910095,0,怎么给查控系统授权,0.047572866,0,失信屏蔽后对被执行人影响期限,0.8029377,0
由于操作失误错误结案需要取消结案请尽快处理,由于操作失误错误结案需要取消结案请尽早处理,由于操作失误错误结案需要取消结案请尽快处理,0.22030808,1,由于操作失误错误结案需要取消结案请尽快处理,0.06722172,1,已经在其他法院参与分配了，本院不需要发放案款怎么办,0.044713635,0,由于操作失误，错误结案，需要取消结案,0.3694611,0
由于操作失误错误结案需要取消结案请尽快处理,由于操作失误错误结案需要取消结案请尽早处理,关联案件绑定错误，需修改案号,4.7971706,0,由于操作失误，错误结案，需要取消结案,0.15140696,0,由于操作失误错误结案需要取消结案请尽快处理,0.045705825,1,由于操作失误错误结案需要取消结案请尽快处理,0.64119136,1
由于操作失误错误结案需要取消结案请尽快处理,由于操作失误错误结案需要取消结案请尽早处理,案款发放上交财政怎么处理,5.1942387,0,操作失误错误结案,0.30496728,1,执行流程中案款发放一直显示待办，无法交付确认,0.061589424,0,案件已结案，怎么发放案款,0.7521451,0
为什么总对总不能自动查控,为什么总对总不能系统会查控,需要单次解禁怎么办,3.4357803,0,为什么总对总不能自动查控,0.36758468,1,网络扣划的进入法院总账号成为不明款,0.04188044,0,为什么总对总不能自动查控,0.48380122,1
为什么总对总不能自动查控,为什么总对总不能系统会查控,财务系统报修为什么一直未处理,3.599814,0,提示未做总对总查控,0.36950555,0,终本案件无法进行总对总查控,0.05360759,1,实体化系统能用吗,0.55882394,0
为什么总对总不能自动查控,为什么总对总不能系统会查控,报修什么时候回复,3.6713603,0,查控系统进不去,0.38641968,0,总对总查控时，提示该用户不存在,0.06449429,0,实体化系统能用吗？,0.6262339,0
为什么总对总不能批量查控,为什么总对总不能大批量查控,为什么节点不能自动生成文书,3.0169246,0,为什么总对总不能批量查控,0.11799865,1,为什么总对总不能批量查控,0.007120879,1,终本结案后，对结案前的已冻结账户，只能续冻、解冻，不能直接采取网络扣划,0.7513234,0
为什么总对总不能批量查控,为什么总对总不能大批量查控,为什么总对总不能自动查控,3.351245,1,什么时候总对总能够批量查控,0.3912008,1,网络扣划的进入法院总账号成为不明款,0.067221515,0,为什么总对总不能批量查控,0.7580246,1
为什么总对总不能批量查控,为什么总对总不能大批量查控,总对总查控关联案件后无法扣划,3.7389205,0,提示未做总对总查控,0.563991,0,什么时候总对总能够批量查控,0.084337525,1,被执行人法定代表人身份验证通过，但是无法限高,0.80858517,0
什么时候总对总能够批量查控,什么时候总对总能够大批量查控,什么时候总对总能够批量查控,1.9752352,1,什么时候总对总能够批量查控,0.10968986,1,什么时候总对总能够批量查控,0.023438118,1,什么时候总对总能够批量查控,0.13873611,1
什么时候总对总能够批量查控,什么时候总对总能够大批量查控,为什么总对总不能批量查控,2.791708,1,为什么总对总不能批量查控,0.29872683,1,应该纳入失信但没有违反财产报告制度选项,0.038026586,0,总对总系统授权怎么操作,0.73718387,0
什么时候总对总能够批量查控,什么时候总对总能够大批量查控,有期限失信是否转为限消,3.9064615,0,大量案件被执行人相同如何进行批量查控,0.6608434,1,word文档在电子卷宗里面打不开,0.038457908,0,总对总无法扣划到子账号,0.7806724,0
人民银行，开户查询反馈慢,人民银行，缴查询反馈慢,人民银行，开户查询反馈慢,2.0274422,1,人民银行，开户查询反馈慢,0.41086924,1,人民银行，开户查询反馈慢,0.005096246,1,总对总能不能自动查控，人民银行反馈慢，终本案件无法查控,0.08907312,1
人民银行，开户查询反馈慢,人民银行，缴查询反馈慢,被执行人死亡无法网络查控,4.9614334,0,总对总能不能自动查控，人民银行反馈慢，终本案件无法查控,0.87575585,1,扣划提示“15天异议期内无法扣划”,0.042659376,0,人民银行，开户查询反馈慢,0.09143022,1
人民银行，开户查询反馈慢,人民银行，缴查询反馈慢,查询间隔15天后无法再次查询,5.159818,0,终本案件人民银行查询不通过,0.8950879,1,实际领款人名称填写错误,0.046984304,0,执行系统反应慢,0.54912734,0
终本案件无法进行总对总查控,终本案件无法展开总对总查控,终本案件无法进行总对总查控,1.8133347,1,终本案件无法进行总对总查控,0.23646264,1,结案，提示总对总查控未完成,0.033152293,0,终本案件无法进行总对总查控,0.36486006,1
终本案件无法进行总对总查控,终本案件无法展开总对总查控,终本案件如何进行总对总续行冻结,6.0823636,0,执保案件在总对总查控时，提示申请人未申请总对总查控,0.47661093,0,总对总查控时，提示无用户信息,0.040296853,0,总对总查控关联案件后无法扣划,0.47896752,0
终本案件无法进行总对总查控,终本案件无法展开总对总查控,终本案件如何进行总对总查询,6.5208025,1,未申请总对总查控,0.53868496,0,财务系统已经入账但执行系统到账登记没有显示内容,0.042494334,0,总对总选择注册地,0.4920556,0
终本案件无法查控，恢复执行后没有钱,终本刑事案件无法查控，恢复执行后没有钱,终本案件无法查控，恢复执行后没有钱,2.662798,1,终本案件无法查控，恢复执行后没有钱,0.13566606,1,文书模板中咋会这样承办人电话不自动显示,0.01726087,0,终本案件无法查控，恢复执行后没有钱,0.08730589,1
终本案件无法查控，恢复执行后没有钱,终本刑事案件无法查控，恢复执行后没有钱,和解长期履行，支付案款，恢复执行太麻烦,6.248057,0,恢复执行案件，没有履行完毕怎么结案,0.4666922,0,案款发放已审核完毕执行交付确认无法点亮,0.019374961,0,执行费显示待办，无法执行结案,0.4252693,0
终本案件无法查控，恢复执行后没有钱,终本刑事案件无法查控，恢复执行后没有钱,结案后支款,6.640472,0,恢复执行案件能不能部分恢复，执行完毕结案,0.47922397,0,当庭履行，需要做到账登记吗？,0.028156139,0,申请执行人以和解方式终结执行后超过两年申请恢复执行，是否超过执行时效，法院是否要交待申请恢复执行期限,0.45770323,0
冻结扣划节点为自动流转,冻结扣划节点为自动光阴,冻结扣划节点为自动流转,2.0064895,1,冻结扣划节点为自动流转,0.28733277,1,扣划提示“15天异议期内无法扣划”,0.030375024,0,冻结扣划节点为自动流转,0.41017184,1
冻结扣划节点为自动流转,冻结扣划节点为自动光阴,怎么取消匹配案款,5.193818,0,为什么必须冻结15天后才能进行扣划,0.6915485,0,刑事罚金，怎么选择支付对象和支付方式,0.032074485,0,被执行人为法人不能操作限制高消费节点,0.5739096,0
冻结扣划节点为自动流转,冻结扣划节点为自动光阴,查控承办人信息修改,5.385385,0,网上冻结账户后扣划一部分资金账户无法解冻,0.72973424,0,案款支付需要什么附件,0.03490575,0,被执行人为集体经济组织无法限消,0.71405107,0
案件终本后怎么进行网络查控,案件终本后怎么展开网络查控,案件终本后怎么进行网络查控,1.2897459,1,案件终本后怎么进行网络查控,0.257514,1,执恢的案件需要裁判文书上网吗？,0.03562663,0,案件终本后怎么进行网络查控,0.41444284,1
案件终本后怎么进行网络查控,案件终本后怎么展开网络查控,终本案件如何进行总对总查询,3.3313916,1,已结案件，执行公开网仍能查到被执行人信息,0.5668322,0,被执行人已履行完毕外网未屏蔽,0.041603837,0,网络询价怎么提出异议。,0.6532927,0
案件终本后怎么进行网络查控,案件终本后怎么展开网络查控,案款支付后恢复立案怎么结案,3.3526983,0,恢复执行案件需要再次终本，办案标准,0.5760299,0,执行系统案款审批后未推送财务系统,0.043977533,0,案件结案后，修改查封、删除查封、冻结、扣押、评估、财产登记、案款到账等节点信息,0.72058684,0
大量案件被执行人相同如何进行批量查控,大量刑事案件被执行人相同如何进行批量查控,和解终本案件后可以终结的案件是否需要整改,4.065389,0,大量案件被执行人相同如何进行批量查控,0.11161891,1,大量案件被执行人相同如何进行批量查控,0.013689307,1,大量案件被执行人相同如何进行批量查控,0.05674983,1
大量案件被执行人相同如何进行批量查控,大量刑事案件被执行人相同如何进行批量查控,恢复案件发放首执案件案款,4.1581326,0,终本案件结案有部分被执行人人已履行,0.618577,0,案件结案后能够进行的查控操作,0.02773688,0,当事人对人民法院采取限制消费不服，怎么救济,0.66259307,0
大量案件被执行人相同如何进行批量查控,大量刑事案件被执行人相同如何进行批量查控,无银行流水案款怎么匹配到账,4.1636252,0,系统提示根据案号代码未查到案件下的被执行人信息,0.63267916,0,历史案件信息填写后无法保存，显示该案件已经存在,0.030394042,0,无法将被执行人限制高消费,0.68057364,0
终本案件人民银行查询不通过,终本刑事案件人民银行查询不通过,终本案件人民银行查询不通过,2.1025217,1,终本案件人民银行查询不通过,0.18700337,1,终本案件人民银行查询不通过,0.010286198,1,终本案件人民银行查询不通过,0.12243708,1
终本案件人民银行查询不通过,终本刑事案件人民银行查询不通过,案款发放申请未推送到财务系统,3.8133128,0,终本案件人行查询,0.5993951,1,word文档在电子卷宗里面打不开,0.03324047,0,当事人正在服兵役，身份验证不通过,0.60655177,0
终本案件人民银行查询不通过,终本刑事案件人民银行查询不通过,待办事宜点处理直接没反应网页卡死,3.8201354,0,总对总人行查询注册地页面错误,0.8834007,0,什么时候总对总能够批量查控,0.037610464,1,村委会身份验证不通过,0.64684457,0
终本案件人行查询,终本刑事案件人行查询,终本案件如何进行总对总查询,2.9341793,1,终本案件人行查询,0.28825334,1,标识系列案权限问题,0.042320415,0,终本案件人行查询,0.3439545,1
终本案件人行查询,终本刑事案件人行查询,待执案件中无法模糊查询,3.281857,0,终本案件人民银行查询不通过,0.5253766,1,恢复案件终本,0.045103565,0,申请执行人以和解方式终结执行后超过两年申请恢复执行，是否超过执行时效，法院是否要交待申请恢复执行期限,0.73234177,0
